"path_id"	"path_name"	"path_class"
"662"	"mmu05165"	"Human papillomavirus infection - Mus musculus (house mouse)"	"Human Diseases"
"663"	"mmu05132"	"Salmonella infection - Mus musculus (house mouse)"	"Human Diseases"
"664"	"mmu05135"	"Yersinia infection - Mus musculus (house mouse)"	"Human Diseases"
"665"	"mmu05133"	"Pertussis - Mus musculus (house mouse)"	"Human Diseases"
"666"	"mmu05134"	"Legionellosis - Mus musculus (house mouse)"	"Human Diseases"
"667"	"mmu05150"	"Staphylococcus aureus infection - Mus musculus (house mouse)"	"Human Diseases"
"668"	"mmu05152"	"Tuberculosis - Mus musculus (house mouse)"	"Human Diseases"
"669"	"mmu05100"	"Bacterial invasion of epithelial cells - Mus musculus (house mouse)"	"Human Diseases"
"670"	"mmu05146"	"Amoebiasis - Mus musculus (house mouse)"	"Human Diseases"
"671"	"mmu05144"	"Malaria - Mus musculus (house mouse)"	"Human Diseases"
"672"	"mmu05145"	"Toxoplasmosis - Mus musculus (house mouse)"	"Human Diseases"
"673"	"mmu05140"	"Leishmaniasis - Mus musculus (house mouse)"	"Human Diseases"
"674"	"mmu05142"	"Chagas disease - Mus musculus (house mouse)"	"Human Diseases"
"675"	"mmu05143"	"African trypanosomiasis - Mus musculus (house mouse)"	"Human Diseases"
"676"	"mmu05310"	"Asthma - Mus musculus (house mouse)"	"Human Diseases"
"677"	"mmu05322"	"Systemic lupus erythematosus - Mus musculus (house mouse)"	"Human Diseases"
"678"	"mmu05323"	"Rheumatoid arthritis - Mus musculus (house mouse)"	"Human Diseases"
"679"	"mmu05320"	"Autoimmune thyroid disease - Mus musculus (house mouse)"	"Human Diseases"
"680"	"mmu05321"	"Inflammatory bowel disease - Mus musculus (house mouse)"	"Human Diseases"
"681"	"mmu05330"	"Allograft rejection - Mus musculus (house mouse)"	"Human Diseases"
"682"	"mmu05332"	"Graft-versus-host disease - Mus musculus (house mouse)"	"Human Diseases"
"683"	"mmu05340"	"Primary immunodeficiency - Mus musculus (house mouse)"	"Human Diseases"
"684"	"mmu05010"	"Alzheimer disease - Mus musculus (house mouse)"	"Human Diseases"
"685"	"mmu05012"	"Parkinson disease - Mus musculus (house mouse)"	"Human Diseases"
"686"	"mmu05014"	"Amyotrophic lateral sclerosis - Mus musculus (house mouse)"	"Human Diseases"
"687"	"mmu05016"	"Huntington disease - Mus musculus (house mouse)"	"Human Diseases"
"688"	"mmu05017"	"Spinocerebellar ataxia - Mus musculus (house mouse)"	"Human Diseases"
"689"	"mmu05020"	"Prion disease - Mus musculus (house mouse)"	"Human Diseases"
"690"	"mmu05022"	"Pathways of neurodegeneration - multiple diseases - Mus musculus (house mouse)"	"Human Diseases"
"691"	"mmu05030"	"Cocaine addiction - Mus musculus (house mouse)"	"Human Diseases"
"692"	"mmu05031"	"Amphetamine addiction - Mus musculus (house mouse)"	"Human Diseases"
"693"	"mmu05032"	"Morphine addiction - Mus musculus (house mouse)"	"Human Diseases"
"694"	"mmu05033"	"Nicotine addiction - Mus musculus (house mouse)"	"Human Diseases"
"695"	"mmu05034"	"Alcoholism - Mus musculus (house mouse)"	"Human Diseases"
"696"	"mmu05417"	"Lipid and atherosclerosis - Mus musculus (house mouse)"	"Human Diseases"
"697"	"mmu05418"	"Fluid shear stress and atherosclerosis - Mus musculus (house mouse)"	"Human Diseases"
"698"	"mmu05410"	"Hypertrophic cardiomyopathy - Mus musculus (house mouse)"	"Human Diseases"
"699"	"mmu05412"	"Arrhythmogenic right ventricular cardiomyopathy - Mus musculus (house mouse)"	"Human Diseases"
"700"	"mmu05414"	"Dilated cardiomyopathy - Mus musculus (house mouse)"	"Human Diseases"
"701"	"mmu05415"	"Diabetic cardiomyopathy - Mus musculus (house mouse)"	"Human Diseases"
"702"	"mmu05416"	"Viral myocarditis - Mus musculus (house mouse)"	"Human Diseases"
"703"	"mmu04930"	"Type II diabetes mellitus - Mus musculus (house mouse)"	"Human Diseases"
"704"	"mmu04940"	"Type I diabetes mellitus - Mus musculus (house mouse)"	"Human Diseases"
"705"	"mmu04950"	"Maturity onset diabetes of the young - Mus musculus (house mouse)"	"Human Diseases"
"706"	"mmu04936"	"Alcoholic liver disease - Mus musculus (house mouse)"	"Human Diseases"
"707"	"mmu04932"	"Non-alcoholic fatty liver disease - Mus musculus (house mouse)"	"Human Diseases"
"708"	"mmu04931"	"Insulin resistance - Mus musculus (house mouse)"	"Human Diseases"
"709"	"mmu04933"	"AGE-RAGE signaling pathway in diabetic complications - Mus musculus (house mouse)"	"Human Diseases"
"710"	"mmu04934"	"Cushing syndrome - Mus musculus (house mouse)"	"Human Diseases"
"711"	"mmu01521"	"EGFR tyrosine kinase inhibitor resistance - Mus musculus (house mouse)"	"Human Diseases"
"712"	"mmu01524"	"Platinum drug resistance - Mus musculus (house mouse)"	"Human Diseases"
"713"	"mmu01523"	"Antifolate resistance - Mus musculus (house mouse)"	"Human Diseases"
"714"	"mmu01522"	"Endocrine resistance - Mus musculus (house mouse)"	"Human Diseases"
"715"	"rno01100"	"Metabolic pathways"	"Metabolism"
"716"	"rno01200"	"Carbon metabolism"	"Metabolism"
"717"	"rno01210"	"2-Oxocarboxylic acid metabolism"	"Metabolism"
"718"	"rno01212"	"Fatty acid metabolism"	"Metabolism"
"719"	"rno01230"	"Biosynthesis of amino acids"	"Metabolism"
"720"	"rno01232"	"Nucleotide metabolism"	"Metabolism"
"721"	"rno01250"	"Biosynthesis of nucleotide sugars"	"Metabolism"
"722"	"rno01240"	"Biosynthesis of cofactors"	"Metabolism"
"723"	"rno00010"	"Glycolysis / Gluconeogenesis"	"Metabolism"
"724"	"rno00020"	"Citrate cycle (TCA cycle)"	"Metabolism"
"725"	"rno00030"	"Pentose phosphate pathway"	"Metabolism"
"726"	"rno00040"	"Pentose and glucuronate interconversions"	"Metabolism"
"727"	"rno00051"	"Fructose and mannose metabolism"	"Metabolism"
"728"	"rno00052"	"Galactose metabolism"	"Metabolism"
"729"	"rno00053"	"Ascorbate and aldarate metabolism"	"Metabolism"
"730"	"rno00500"	"Starch and sucrose metabolism"	"Metabolism"
"731"	"rno00520"	"Amino sugar and nucleotide sugar metabolism"	"Metabolism"
"732"	"rno00620"	"Pyruvate metabolism"	"Metabolism"
"733"	"rno00630"	"Glyoxylate and dicarboxylate metabolism"	"Metabolism"
"734"	"rno00640"	"Propanoate metabolism"	"Metabolism"
"735"	"rno00650"	"Butanoate metabolism"	"Metabolism"
"736"	"rno00562"	"Inositol phosphate metabolism"	"Metabolism"
"737"	"rno00190"	"Oxidative phosphorylation"	"Metabolism"
"738"	"rno00910"	"Nitrogen metabolism"	"Metabolism"
"739"	"rno00920"	"Sulfur metabolism"	"Metabolism"
"740"	"rno00061"	"Fatty acid biosynthesis"	"Metabolism"
"741"	"rno00062"	"Fatty acid elongation"	"Metabolism"
"742"	"rno00071"	"Fatty acid degradation"	"Metabolism"
"743"	"rno00100"	"Steroid biosynthesis"	"Metabolism"
"744"	"rno00120"	"Primary bile acid biosynthesis"	"Metabolism"
"745"	"rno00140"	"Steroid hormone biosynthesis"	"Metabolism"
"746"	"rno00561"	"Glycerolipid metabolism"	"Metabolism"
"747"	"rno00564"	"Glycerophospholipid metabolism"	"Metabolism"
"748"	"rno00565"	"Ether lipid metabolism"	"Metabolism"
"749"	"rno00600"	"Sphingolipid metabolism"	"Metabolism"
"750"	"rno00590"	"Arachidonic acid metabolism"	"Metabolism"
"751"	"rno00591"	"Linoleic acid metabolism"	"Metabolism"
"752"	"rno00592"	"alpha-Linolenic acid metabolism"	"Metabolism"
"753"	"rno01040"	"Biosynthesis of unsaturated fatty acids"	"Metabolism"
"754"	"rno00230"	"Purine metabolism"	"Metabolism"
"755"	"rno00240"	"Pyrimidine metabolism"	"Metabolism"
"756"	"rno00250"	"Alanine, aspartate and glutamate metabolism"	"Metabolism"
"757"	"rno00260"	"Glycine, serine and threonine metabolism"	"Metabolism"
"758"	"rno00270"	"Cysteine and methionine metabolism"	"Metabolism"
"759"	"rno00280"	"Valine, leucine and isoleucine degradation"	"Metabolism"
"760"	"rno00290"	"Valine, leucine and isoleucine biosynthesis"	"Metabolism"
"761"	"rno00310"	"Lysine degradation"	"Metabolism"
"762"	"rno00220"	"Arginine biosynthesis"	"Metabolism"
"763"	"rno00330"	"Arginine and proline metabolism"	"Metabolism"
"764"	"rno00340"	"Histidine metabolism"	"Metabolism"
"765"	"rno00350"	"Tyrosine metabolism"	"Metabolism"
"766"	"rno00360"	"Phenylalanine metabolism"	"Metabolism"
"767"	"rno00380"	"Tryptophan metabolism"	"Metabolism"
"768"	"rno00400"	"Phenylalanine, tyrosine and tryptophan biosynthesis"	"Metabolism"
"769"	"rno00410"	"beta-Alanine metabolism"	"Metabolism"
"770"	"rno00430"	"Taurine and hypotaurine metabolism"	"Metabolism"
"771"	"rno00440"	"Phosphonate and phosphinate metabolism"	"Metabolism"
"772"	"rno00450"	"Selenocompound metabolism"	"Metabolism"
"773"	"rno00470"	"D-Amino acid metabolism"	"Metabolism"
"774"	"rno00480"	"Glutathione metabolism"	"Metabolism"
"775"	"rno00510"	"N-Glycan biosynthesis"	"Metabolism"
"776"	"rno00513"	"Various types of N-glycan biosynthesis"	"Metabolism"
"777"	"rno00512"	"Mucin type O-glycan biosynthesis"	"Metabolism"
"778"	"rno00515"	"Mannose type O-glycan biosynthesis"	"Metabolism"
"779"	"rno00514"	"Other types of O-glycan biosynthesis"	"Metabolism"
"780"	"rno00532"	"Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate"	"Metabolism"
"781"	"rno00534"	"Glycosaminoglycan biosynthesis - heparan sulfate / heparin"	"Metabolism"
"782"	"rno00533"	"Glycosaminoglycan biosynthesis - keratan sulfate"	"Metabolism"
"783"	"rno00531"	"Glycosaminoglycan degradation"	"Metabolism"
"784"	"rno00563"	"Glycosylphosphatidylinositol (GPI)-anchor biosynthesis"	"Metabolism"
"785"	"rno00601"	"Glycosphingolipid biosynthesis - lacto and neolacto series"	"Metabolism"
"786"	"rno00603"	"Glycosphingolipid biosynthesis - globo and isoglobo series"	"Metabolism"
"787"	"rno00604"	"Glycosphingolipid biosynthesis - ganglio series"	"Metabolism"
"788"	"rno00511"	"Other glycan degradation"	"Metabolism"
"789"	"rno00730"	"Thiamine metabolism"	"Metabolism"
"790"	"rno00740"	"Riboflavin metabolism"	"Metabolism"
"791"	"rno00750"	"Vitamin B6 metabolism"	"Metabolism"
"792"	"rno00760"	"Nicotinate and nicotinamide metabolism"	"Metabolism"
"793"	"rno00770"	"Pantothenate and CoA biosynthesis"	"Metabolism"
"794"	"rno00780"	"Biotin metabolism"	"Metabolism"
"795"	"rno00785"	"Lipoic acid metabolism"	"Metabolism"
"796"	"rno00790"	"Folate biosynthesis"	"Metabolism"
"797"	"rno00670"	"One carbon pool by folate"	"Metabolism"
"798"	"rno00830"	"Retinol metabolism"	"Metabolism"
"799"	"rno00860"	"Porphyrin metabolism"	"Metabolism"
"800"	"rno00130"	"Ubiquinone and other terpenoid-quinone biosynthesis"	"Metabolism"
"801"	"rno00900"	"Terpenoid backbone biosynthesis"	"Metabolism"
"802"	"rno00232"	"Caffeine metabolism"	"Metabolism"
"803"	"rno00524"	"Neomycin, kanamycin and gentamicin biosynthesis"	"Metabolism"
"804"	"rno00980"	"Metabolism of xenobiotics by cytochrome P450"	"Metabolism"
"805"	"rno00982"	"Drug metabolism - cytochrome P450"	"Metabolism"
"806"	"rno00983"	"Drug metabolism - other enzymes"	"Metabolism"
"807"	"rno03020"	"RNA polymerase"	"Genetic Information Processing"
"808"	"rno03022"	"Basal transcription factors"	"Genetic Information Processing"
"809"	"rno03040"	"Spliceosome"	"Genetic Information Processing"
"810"	"rno03010"	"Ribosome"	"Genetic Information Processing"
"811"	"rno00970"	"Aminoacyl-tRNA biosynthesis"	"Genetic Information Processing"
"812"	"rno03013"	"Nucleocytoplasmic transport"	"Genetic Information Processing"
"813"	"rno03015"	"mRNA surveillance pathway"	"Genetic Information Processing"
"814"	"rno03008"	"Ribosome biogenesis in eukaryotes"	"Genetic Information Processing"
"815"	"rno03060"	"Protein export"	"Genetic Information Processing"
"816"	"rno04141"	"Protein processing in endoplasmic reticulum"	"Genetic Information Processing"
"817"	"rno04130"	"SNARE interactions in vesicular transport"	"Genetic Information Processing"
"818"	"rno04120"	"Ubiquitin mediated proteolysis"	"Genetic Information Processing"
"819"	"rno04122"	"Sulfur relay system"	"Genetic Information Processing"
"820"	"rno03050"	"Proteasome"	"Genetic Information Processing"
"821"	"rno03018"	"RNA degradation"	"Genetic Information Processing"
"822"	"rno03030"	"DNA replication"	"Genetic Information Processing"
"823"	"rno03410"	"Base excision repair"	"Genetic Information Processing"
"824"	"rno03420"	"Nucleotide excision repair"	"Genetic Information Processing"
"825"	"rno03430"	"Mismatch repair"	"Genetic Information Processing"
"826"	"rno03440"	"Homologous recombination"	"Genetic Information Processing"
"827"	"rno03450"	"Non-homologous end-joining"	"Genetic Information Processing"
"828"	"rno03460"	"Fanconi anemia pathway"	"Genetic Information Processing"
"829"	"rno03082"	"ATP-dependent chromatin remodeling"	"Genetic Information Processing"
"830"	"rno03083"	"Polycomb repressive complex"	"Genetic Information Processing"
"831"	"rno03250"	"Viral life cycle - HIV-1"	"Genetic Information Processing"
"832"	"rno03260"	"Virion - Human immunodeficiency virus"	"Genetic Information Processing"
"833"	"rno03271"	"Virion - Rotavirus"	"Genetic Information Processing"
"834"	"rno03264"	"Virion - Flavivirus"	"Genetic Information Processing"
"835"	"rno03265"	"Virion - Ebolavirus, Lyssavirus and Morbillivirus"	"Genetic Information Processing"
"836"	"rno03266"	"Virion - Herpesvirus"	"Genetic Information Processing"
"837"	"rno03267"	"Virion - Adenovirus"	"Genetic Information Processing"
"838"	"rno02010"	"ABC transporters"	"Environmental Information Processing"
"839"	"rno04010"	"MAPK signaling pathway"	"Environmental Information Processing"
"840"	"rno04012"	"ErbB signaling pathway"	"Environmental Information Processing"
"841"	"rno04014"	"Ras signaling pathway"	"Environmental Information Processing"
"842"	"rno04015"	"Rap1 signaling pathway"	"Environmental Information Processing"
"843"	"rno04310"	"Wnt signaling pathway"	"Environmental Information Processing"
"844"	"rno04330"	"Notch signaling pathway"	"Environmental Information Processing"
"845"	"rno04340"	"Hedgehog signaling pathway"	"Environmental Information Processing"
"846"	"rno04350"	"TGF-beta signaling pathway"	"Environmental Information Processing"
"847"	"rno04390"	"Hippo signaling pathway"	"Environmental Information Processing"
"848"	"rno04392"	"Hippo signaling pathway - multiple species"	"Environmental Information Processing"
"849"	"rno04370"	"VEGF signaling pathway"	"Environmental Information Processing"
"850"	"rno04371"	"Apelin signaling pathway"	"Environmental Information Processing"
"851"	"rno04630"	"JAK-STAT signaling pathway"	"Environmental Information Processing"
"852"	"rno04064"	"NF-kappa B signaling pathway"	"Environmental Information Processing"
"853"	"rno04668"	"TNF signaling pathway"	"Environmental Information Processing"
"854"	"rno04066"	"HIF-1 signaling pathway"	"Environmental Information Processing"
"855"	"rno04068"	"FoxO signaling pathway"	"Environmental Information Processing"
"856"	"rno04020"	"Calcium signaling pathway"	"Environmental Information Processing"
"857"	"rno04070"	"Phosphatidylinositol signaling system"	"Environmental Information Processing"
"858"	"rno04072"	"Phospholipase D signaling pathway"	"Environmental Information Processing"
"859"	"rno04071"	"Sphingolipid signaling pathway"	"Environmental Information Processing"
"860"	"rno04024"	"cAMP signaling pathway"	"Environmental Information Processing"
"861"	"rno04022"	"cGMP-PKG signaling pathway"	"Environmental Information Processing"
"862"	"rno04151"	"PI3K-Akt signaling pathway"	"Environmental Information Processing"
"863"	"rno04152"	"AMPK signaling pathway"	"Environmental Information Processing"
"864"	"rno04150"	"mTOR signaling pathway"	"Environmental Information Processing"
"865"	"rno04080"	"Neuroactive ligand-receptor interaction"	"Environmental Information Processing"
"866"	"rno04060"	"Cytokine-cytokine receptor interaction"	"Environmental Information Processing"
"867"	"rno04061"	"Viral protein interaction with cytokine and cytokine receptor"	"Environmental Information Processing"
"868"	"rno04512"	"ECM-receptor interaction"	"Environmental Information Processing"
"869"	"rno04514"	"Cell adhesion molecules"	"Environmental Information Processing"
"870"	"rno04144"	"Endocytosis"	"Cellular Processes"
"871"	"rno04145"	"Phagosome"	"Cellular Processes"
"872"	"rno04142"	"Lysosome"	"Cellular Processes"
"873"	"rno04146"	"Peroxisome"	"Cellular Processes"
"874"	"rno04140"	"Autophagy - animal"	"Cellular Processes"
"875"	"rno04136"	"Autophagy - other"	"Cellular Processes"
"876"	"rno04137"	"Mitophagy - animal"	"Cellular Processes"
"877"	"rno04148"	"Efferocytosis"	"Cellular Processes"
"878"	"rno04110"	"Cell cycle"	"Cellular Processes"
"879"	"rno04114"	"Oocyte meiosis"	"Cellular Processes"
"880"	"rno04210"	"Apoptosis"	"Cellular Processes"
"881"	"rno04215"	"Apoptosis - multiple species"	"Cellular Processes"
"882"	"rno04216"	"Ferroptosis"	"Cellular Processes"
"883"	"rno04217"	"Necroptosis"	"Cellular Processes"
"884"	"rno04115"	"p53 signaling pathway"	"Cellular Processes"
"885"	"rno04218"	"Cellular senescence"	"Cellular Processes"
"886"	"rno04510"	"Focal adhesion"	"Cellular Processes"
"887"	"rno04520"	"Adherens junction"	"Cellular Processes"
"888"	"rno04530"	"Tight junction"	"Cellular Processes"
"889"	"rno04540"	"Gap junction"	"Cellular Processes"
"890"	"rno04550"	"Signaling pathways regulating pluripotency of stem cells"	"Cellular Processes"
"891"	"rno04814"	"Motor proteins"	"Cellular Processes"
"892"	"rno04820"	"Cytoskeleton in muscle cells"	"Cellular Processes"
"893"	"rno04810"	"Regulation of actin cytoskeleton"	"Cellular Processes"
"894"	"rno04640"	"Hematopoietic cell lineage"	"Organismal Systems"
"895"	"rno04610"	"Complement and coagulation cascades"	"Organismal Systems"
"896"	"rno04611"	"Platelet activation"	"Organismal Systems"
"897"	"rno04613"	"Neutrophil extracellular trap formation"	"Organismal Systems"
"898"	"rno04620"	"Toll-like receptor signaling pathway"	"Organismal Systems"
"899"	"rno04621"	"NOD-like receptor signaling pathway"	"Organismal Systems"
"900"	"rno04622"	"RIG-I-like receptor signaling pathway"	"Organismal Systems"
"901"	"rno04623"	"Cytosolic DNA-sensing pathway"	"Organismal Systems"
"902"	"rno04625"	"C-type lectin receptor signaling pathway"	"Organismal Systems"
"903"	"rno04650"	"Natural killer cell mediated cytotoxicity"	"Organismal Systems"
"904"	"rno04612"	"Antigen processing and presentation"	"Organismal Systems"
"905"	"rno04660"	"T cell receptor signaling pathway"	"Organismal Systems"
"906"	"rno04658"	"Th1 and Th2 cell differentiation"	"Organismal Systems"
"907"	"rno04659"	"Th17 cell differentiation"	"Organismal Systems"
"908"	"rno04657"	"IL-17 signaling pathway"	"Organismal Systems"
"909"	"rno04662"	"B cell receptor signaling pathway"	"Organismal Systems"
"910"	"rno04664"	"Fc epsilon RI signaling pathway"	"Organismal Systems"
"911"	"rno04666"	"Fc gamma R-mediated phagocytosis"	"Organismal Systems"
"912"	"rno04670"	"Leukocyte transendothelial migration"	"Organismal Systems"
"913"	"rno04672"	"Intestinal immune network for IgA production"	"Organismal Systems"
"914"	"rno04062"	"Chemokine signaling pathway"	"Organismal Systems"
"915"	"rno04911"	"Insulin secretion"	"Organismal Systems"
"916"	"rno04910"	"Insulin signaling pathway"	"Organismal Systems"
"917"	"rno04922"	"Glucagon signaling pathway"	"Organismal Systems"
"918"	"rno04923"	"Regulation of lipolysis in adipocytes"	"Organismal Systems"
"919"	"rno04920"	"Adipocytokine signaling pathway"	"Organismal Systems"
"920"	"rno03320"	"PPAR signaling pathway"	"Organismal Systems"
"921"	"rno04929"	"GnRH secretion"	"Organismal Systems"
"922"	"rno04912"	"GnRH signaling pathway"	"Organismal Systems"
"923"	"rno04913"	"Ovarian steroidogenesis"	"Organismal Systems"
"924"	"rno04915"	"Estrogen signaling pathway"	"Organismal Systems"
"925"	"rno04914"	"Progesterone-mediated oocyte maturation"	"Organismal Systems"
"926"	"rno04917"	"Prolactin signaling pathway"	"Organismal Systems"
"927"	"rno04921"	"Oxytocin signaling pathway"	"Organismal Systems"
"928"	"rno04926"	"Relaxin signaling pathway"	"Organismal Systems"
"929"	"rno04935"	"Growth hormone synthesis, secretion and action"	"Organismal Systems"
"930"	"rno04918"	"Thyroid hormone synthesis"	"Organismal Systems"
"931"	"rno04919"	"Thyroid hormone signaling pathway"	"Organismal Systems"
"932"	"rno04928"	"Parathyroid hormone synthesis, secretion and action"	"Organismal Systems"
"933"	"rno04916"	"Melanogenesis"	"Organismal Systems"
"934"	"rno04924"	"Renin secretion"	"Organismal Systems"
"935"	"rno04614"	"Renin-angiotensin system"	"Organismal Systems"
"936"	"rno04925"	"Aldosterone synthesis and secretion"	"Organismal Systems"
"937"	"rno04927"	"Cortisol synthesis and secretion"	"Organismal Systems"
"938"	"rno04260"	"Cardiac muscle contraction"	"Organismal Systems"
"939"	"rno04261"	"Adrenergic signaling in cardiomyocytes"	"Organismal Systems"
"940"	"rno04270"	"Vascular smooth muscle contraction"	"Organismal Systems"
"941"	"rno04970"	"Salivary secretion"	"Organismal Systems"
"942"	"rno04971"	"Gastric acid secretion"	"Organismal Systems"
"943"	"rno04972"	"Pancreatic secretion"	"Organismal Systems"
"944"	"rno04976"	"Bile secretion"	"Organismal Systems"
"945"	"rno04973"	"Carbohydrate digestion and absorption"	"Organismal Systems"
"946"	"rno04974"	"Protein digestion and absorption"	"Organismal Systems"
"947"	"rno04975"	"Fat digestion and absorption"	"Organismal Systems"
"948"	"rno04979"	"Cholesterol metabolism"	"Organismal Systems"
"949"	"rno04977"	"Vitamin digestion and absorption"	"Organismal Systems"
"950"	"rno04980"	"Cobalamin transport and metabolism"	"Organismal Systems"
"951"	"rno04978"	"Mineral absorption"	"Organismal Systems"
"952"	"rno04962"	"Vasopressin-regulated water reabsorption"	"Organismal Systems"
"953"	"rno04960"	"Aldosterone-regulated sodium reabsorption"	"Organismal Systems"
"954"	"rno04961"	"Endocrine and other factor-regulated calcium reabsorption"	"Organismal Systems"
"955"	"rno04964"	"Proximal tubule bicarbonate reclamation"	"Organismal Systems"
"956"	"rno04966"	"Collecting duct acid secretion"	"Organismal Systems"
"957"	"rno04724"	"Glutamatergic synapse"	"Organismal Systems"
"958"	"rno04727"	"GABAergic synapse"	"Organismal Systems"
"959"	"rno04725"	"Cholinergic synapse"	"Organismal Systems"
"960"	"rno04728"	"Dopaminergic synapse"	"Organismal Systems"
"961"	"rno04726"	"Serotonergic synapse"	"Organismal Systems"
"962"	"rno04720"	"Long-term potentiation"	"Organismal Systems"
"963"	"rno04730"	"Long-term depression"	"Organismal Systems"
"964"	"rno04723"	"Retrograde endocannabinoid signaling"	"Organismal Systems"
"965"	"rno04721"	"Synaptic vesicle cycle"	"Organismal Systems"
"966"	"rno04722"	"Neurotrophin signaling pathway"	"Organismal Systems"
"967"	"rno04744"	"Phototransduction"	"Organismal Systems"
"968"	"rno04740"	"Olfactory transduction"	"Organismal Systems"
"969"	"rno04742"	"Taste transduction"	"Organismal Systems"
"970"	"rno04750"	"Inflammatory mediator regulation of TRP channels"	"Organismal Systems"
"971"	"rno04360"	"Axon guidance"	"Organismal Systems"
"972"	"rno04380"	"Osteoclast differentiation"	"Organismal Systems"
"973"	"rno04211"	"Longevity regulating pathway"	"Organismal Systems"
"974"	"rno04213"	"Longevity regulating pathway - multiple species"	"Organismal Systems"
"975"	"rno04710"	"Circadian rhythm"	"Organismal Systems"
"976"	"rno04713"	"Circadian entrainment"	"Organismal Systems"
"977"	"rno04714"	"Thermogenesis"	"Organismal Systems"
"978"	"rno05200"	"Pathways in cancer"	"Human Diseases"
"979"	"rno05202"	"Transcriptional misregulation in cancer"	"Human Diseases"
"980"	"rno05206"	"MicroRNAs in cancer"	"Human Diseases"
"981"	"rno05205"	"Proteoglycans in cancer"	"Human Diseases"
"982"	"rno05204"	"Chemical carcinogenesis - DNA adducts"	"Human Diseases"
"983"	"rno05207"	"Chemical carcinogenesis - receptor activation"	"Human Diseases"
"984"	"rno05208"	"Chemical carcinogenesis - reactive oxygen species"	"Human Diseases"
"985"	"rno05203"	"Viral carcinogenesis"	"Human Diseases"
"986"	"rno05230"	"Central carbon metabolism in cancer"	"Human Diseases"
"987"	"rno05231"	"Choline metabolism in cancer"	"Human Diseases"
"988"	"rno05235"	"PD-L1 expression and PD-1 checkpoint pathway in cancer"	"Human Diseases"
"989"	"rno05210"	"Colorectal cancer"	"Human Diseases"
"990"	"rno05212"	"Pancreatic cancer"	"Human Diseases"
"991"	"rno05225"	"Hepatocellular carcinoma"	"Human Diseases"
"992"	"rno05226"	"Gastric cancer"	"Human Diseases"
"993"	"rno05214"	"Glioma"	"Human Diseases"
"994"	"rno05216"	"Thyroid cancer"	"Human Diseases"
"995"	"rno05221"	"Acute myeloid leukemia"	"Human Diseases"
"996"	"rno05220"	"Chronic myeloid leukemia"	"Human Diseases"
"997"	"rno05217"	"Basal cell carcinoma"	"Human Diseases"
"998"	"rno05218"	"Melanoma"	"Human Diseases"
"999"	"rno05211"	"Renal cell carcinoma"	"Human Diseases"
"1000"	"rno05219"	"Bladder cancer"	"Human Diseases"
"1001"	"rno05215"	"Prostate cancer"	"Human Diseases"
"1002"	"rno05213"	"Endometrial cancer"	"Human Diseases"
"1003"	"rno05224"	"Breast cancer"	"Human Diseases"
"1004"	"rno05222"	"Small cell lung cancer"	"Human Diseases"
"1005"	"rno05223"	"Non-small cell lung cancer"	"Human Diseases"
"1006"	"rno05166"	"Human T-cell leukemia virus 1 infection"	"Human Diseases"
"1007"	"rno05170"	"Human immunodeficiency virus 1 infection"	"Human Diseases"
"1008"	"rno05161"	"Hepatitis B"	"Human Diseases"
"1009"	"rno05160"	"Hepatitis C"	"Human Diseases"
"1010"	"rno05171"	"Coronavirus disease - COVID-19"	"Human Diseases"
"1011"	"rno05164"	"Influenza A"	"Human Diseases"
"1012"	"rno05162"	"Measles"	"Human Diseases"
"1013"	"rno05168"	"Herpes simplex virus 1 infection"	"Human Diseases"
"1014"	"rno05163"	"Human cytomegalovirus infection"	"Human Diseases"
"1015"	"rno05167"	"Kaposi sarcoma-associated herpesvirus infection"	"Human Diseases"
"1016"	"rno05169"	"Epstein-Barr virus infection"	"Human Diseases"
"1017"	"rno05165"	"Human papillomavirus infection"	"Human Diseases"
"1018"	"rno05132"	"Salmonella infection"	"Human Diseases"
"1019"	"rno05135"	"Yersinia infection"	"Human Diseases"
"1020"	"rno05133"	"Pertussis"	"Human Diseases"
"1021"	"rno05134"	"Legionellosis"	"Human Diseases"
"1022"	"rno05150"	"Staphylococcus aureus infection"	"Human Diseases"
"1023"	"rno05152"	"Tuberculosis"	"Human Diseases"
"1024"	"rno05100"	"Bacterial invasion of epithelial cells"	"Human Diseases"
"1025"	"rno05146"	"Amoebiasis"	"Human Diseases"
"1026"	"rno05144"	"Malaria"	"Human Diseases"
"1027"	"rno05145"	"Toxoplasmosis"	"Human Diseases"
"1028"	"rno05140"	"Leishmaniasis"	"Human Diseases"
"1029"	"rno05142"	"Chagas disease"	"Human Diseases"
"1030"	"rno05143"	"African trypanosomiasis"	"Human Diseases"
"1031"	"rno05310"	"Asthma"	"Human Diseases"
"1032"	"rno05322"	"Systemic lupus erythematosus"	"Human Diseases"
"1033"	"rno05323"	"Rheumatoid arthritis"	"Human Diseases"
"1034"	"rno05320"	"Autoimmune thyroid disease"	"Human Diseases"
"1035"	"rno05321"	"Inflammatory bowel disease"	"Human Diseases"
"1036"	"rno05330"	"Allograft rejection"	"Human Diseases"
"1037"	"rno05332"	"Graft-versus-host disease"	"Human Diseases"
"1038"	"rno05340"	"Primary immunodeficiency"	"Human Diseases"
"1039"	"rno05010"	"Alzheimer disease"	"Human Diseases"
